employee_id,first_name,last_name,email,hire_date,job_title,department_id,manager_id,employment_status,location,salary
418,Jennifer,Ortiz,jennifer.ortiz@horizontech.com,2021-01-05,Senior Human Resources Specialist,6.0,403.0,Active,Remote,90771
419,Diana,Moore,diana.moore@horizontech.com,2025-03-13,VP of Human Resources,6.0,403.0,Active,Remote,263585
420,Terrance,Costa,terrance.costa@horizontech.com,2019-04-06,Director of Human Resources,6.0,12.0,Active,Remote,165787
421,Matthew,Schwartz,matthew.schwartz@horizontech.com,2024-05-27,Senior Human Resources Specialist,6.0,403.0,Active,"Seattle, WA",103738
422,Debra,Christian,debra.christian@horizontech.com,2018-07-13,Senior Human Resources Specialist,6.0,403.0,Active,Remote,101702
423,Melissa,Villarreal,melissa.villarreal@horizontech.com,2022-08-22,Mid-level Human Resources Specialist,6.0,403.0,Leave,Remote,68755
424,Norman,Stewart,norman.stewart@horizontech.com,2022-04-22,VP of Human Resources,6.0,403.0,Active,Remote,259431
425,Jennifer,Malone,jennifer.malone@horizontech.com,2019-06-19,Mid-level Human Resources Specialist,6.0,403.0,Active,"San Francisco, CA",73226
426,Monique,Johnson,monique.johnson@horizontech.com,2019-10-19,Operations Manager,7.0,13.0,Active,"Boston, MA",126405
427,Casey,Welch,casey.welch@horizontech.com,2020-04-07,Junior Operations Specialist,7.0,426.0,Active,"Boston, MA",48479
428,Samantha,Bright,samantha.bright@horizontech.com,2023-09-02,Mid-level Operations Specialist,7.0,426.0,Active,"Austin, TX",73430
429,Julie,Hamilton,julie.hamilton@horizontech.com,2023-06-08,VP of Operations,7.0,426.0,Active,"Boston, MA",261168
430,Corey,Schultz,corey.schultz@horizontech.com,2020-07-16,Junior Operations Specialist,7.0,426.0,Active,"Boston, MA",45171
431,Monique,Wallace,monique.wallace@horizontech.com,2024-01-31,Operations Manager,7.0,13.0,Active,"Austin, TX",105139
432,Heather,Berger,heather.berger@horizontech.com,2021-02-21,Operations Team Lead,7.0,426.0,Active,"Boston, MA",86405
433,Brandon,Flynn,brandon.flynn@horizontech.com,2022-04-22,Operations Manager,7.0,13.0,Active,"Boston, MA",112754
434,Kelly,Brooks,kelly.brooks@horizontech.com,2022-01-09,Mid-level Operations Specialist,7.0,426.0,Active,"New York, NY",73587
435,Dustin,Schmidt,dustin.schmidt@horizontech.com,2022-10-15,Operations Team Lead,7.0,426.0,Active,Remote,110015
436,Ashlee,Sparks,ashlee.sparks@horizontech.com,2022-02-07,Operations Team Lead,7.0,426.0,Leave,"Boston, MA",100493
437,George,Miller,george.miller@horizontech.com,2022-06-03,Operations Team Lead,7.0,426.0,Active,"Boston, MA",110857
438,Monica,Harvey,monica.harvey@horizontech.com,2019-03-25,Junior Operations Specialist,7.0,426.0,Active,"Boston, MA",46749
439,John,Durham,john.durham@horizontech.com,2020-04-29,Senior Operations Specialist,7.0,426.0,Active,"Boston, MA",78644
440,Douglas,Murray,douglas.murray@horizontech.com,2021-12-24,VP of Operations,7.0,426.0,Active,"Boston, MA",238889
441,Jonathan,Scott,jonathan.scott@horizontech.com,2023-01-30,Senior Operations Specialist,7.0,426.0,Active,"Boston, MA",92560
442,Albert,Ballard,albert.ballard@horizontech.com,2018-10-11,Operations Team Lead,7.0,426.0,Active,"Boston, MA",99782
443,Rachel,Byrd,rachel.byrd@horizontech.com,2023-03-07,Senior Operations Specialist,7.0,426.0,Active,"Seattle, WA",76217
444,Eric,Alexander,eric.alexander@horizontech.com,2019-02-22,VP of Operations,7.0,426.0,Active,"Boston, MA",238217
445,Michael,Matthews,michael.matthews@horizontech.com,2020-02-05,Senior Operations Specialist,7.0,426.0,Leave,"Boston, MA",81303
446,Danielle,Coleman,danielle.coleman@horizontech.com,2023-03-20,Senior Operations Specialist,7.0,426.0,Active,"Boston, MA",94464
447,John,Bruce,john.bruce@horizontech.com,2022-05-30,Junior Operations Specialist,7.0,426.0,Active,"Boston, MA",54027
448,James,Cruz,james.cruz@horizontech.com,2025-02-01,VP of Operations,7.0,426.0,Active,"Boston, MA",221202
449,Timothy,Young,timothy.young@horizontech.com,2022-06-22,Operations Manager,7.0,13.0,Active,"Boston, MA",110717
450,Ashley,Andrews,ashley.andrews@horizontech.com,2024-03-28,Director of Operations,7.0,13.0,Active,"Boston, MA",152642
451,Victoria,Phillips,victoria.phillips@horizontech.com,2021-02-06,Operations Manager,7.0,450.0,Leave,"Boston, MA",114477
452,Tiffany,Barrett,tiffany.barrett@horizontech.com,2023-11-25,Director of Operations,7.0,13.0,Active,"Boston, MA",176143
453,Joshua,Knight,joshua.knight@horizontech.com,2021-03-28,VP of Operations,7.0,426.0,Active,"San Francisco, CA",220285
454,Gina,Garner,gina.garner@horizontech.com,2025-03-01,Director of Operations,7.0,13.0,Active,"Boston, MA",170880
455,Brandon,Obrien,brandon.obrien@horizontech.com,2020-07-18,Operations Team Lead,7.0,426.0,Active,Remote,96464
456,Tyler,Strong,tyler.strong@horizontech.com,2020-03-28,Operations Team Lead,7.0,426.0,Active,"Boston, MA",94714
457,Justin,Lindsey,justin.lindsey@horizontech.com,2021-11-20,VP of Operations,7.0,426.0,Active,"San Francisco, CA",237859
458,Catherine,Gomez,catherine.gomez@horizontech.com,2024-05-19,Senior Operations Specialist,7.0,426.0,Active,"Boston, MA",83098
459,Dana,Oliver,dana.oliver@horizontech.com,2020-04-03,Director of Operations,7.0,13.0,Active,"Boston, MA",158540
460,Erica,Le,erica.le@horizontech.com,2020-07-22,VP of Operations,7.0,426.0,Active,"Boston, MA",216042
461,Donna,Massey,donna.massey@horizontech.com,2018-08-06,Operations Team Lead,7.0,426.0,Active,"Boston, MA",113098
462,Courtney,Berger,courtney.berger@horizontech.com,2024-06-27,Operations Team Lead,7.0,426.0,Active,Remote,100235
463,Debbie,Parker,debbie.parker@horizontech.com,2021-10-08,VP of Operations,7.0,426.0,Active,"San Francisco, CA",226005
464,Scott,Riley,scott.riley@horizontech.com,2024-03-13,Operations Team Lead,7.0,426.0,Active,"Boston, MA",101426
465,Jessica,Davis,jessica.davis@horizontech.com,2019-02-17,Senior Operations Specialist,7.0,426.0,Active,"Boston, MA",89251
466,Kenneth,Burgess,kenneth.burgess@horizontech.com,2023-05-08,VP of Operations,7.0,426.0,Active,"Boston, MA",235580
467,Gregory,Anderson,gregory.anderson@horizontech.com,2024-06-26,Director of Operations,7.0,13.0,Active,"Boston, MA",172165
468,Amber,Mata,amber.mata@horizontech.com,2023-02-26,Director of Operations,7.0,13.0,Active,Remote,173837
469,Alyssa,Mcintyre,alyssa.mcintyre@horizontech.com,2019-09-11,Junior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",50289
470,Maria,Scott,maria.scott@horizontech.com,2021-12-02,Director of Research & Development,8.0,14.0,Active,"San Francisco, CA",158282
471,Makayla,Olson,makayla.olson@horizontech.com,2021-06-27,Senior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",88166
472,Lindsay,Francis,lindsay.francis@horizontech.com,2024-06-24,Mid-level Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",58490
473,Matthew,Wilson,matthew.wilson@horizontech.com,2024-04-14,Senior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",79898
474,Sydney,Taylor,sydney.taylor@horizontech.com,2024-10-24,Senior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",99112
475,Tammy,Dalton,tammy.dalton@horizontech.com,2025-02-01,Mid-level Research & Development Specialist,8.0,14.0,Active,"Boston, MA",78224
476,Jennifer,Whitney,jennifer.whitney@horizontech.com,2018-08-15,VP of Research & Development,8.0,14.0,Active,"Boston, MA",235019
477,Tammy,Ballard,tammy.ballard@horizontech.com,2024-10-08,Junior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",54902
478,Michael,Gibbs,michael.gibbs@horizontech.com,2022-12-22,Senior Research & Development Specialist,8.0,14.0,Active,"San Francisco, CA",92075
479,Alexander,Herrera,alexander.herrera@horizontech.com,2024-06-02,Mid-level Research & Development Specialist,8.0,14.0,Active,"Seattle, WA",85394
480,Shawn,Chambers,shawn.chambers@horizontech.com,2021-01-18,Research & Development Team Lead,8.0,14.0,Active,"San Francisco, CA",107463
481,Emily,Richards,emily.richards@horizontech.com,2023-05-22,Research & Development Manager,8.0,470.0,Active,"San Francisco, CA",113934
482,Lynn,Bentley,lynn.bentley@horizontech.com,2022-12-18,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",93629
483,Daniel,Hall,daniel.hall@horizontech.com,2019-11-30,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",79290
484,Angel,Henson,angel.henson@horizontech.com,2022-03-05,Mid-level Research & Development Specialist,8.0,480.0,Leave,"San Francisco, CA",71017
485,Anna,Herman,anna.herman@horizontech.com,2024-01-29,Research & Development Manager,8.0,470.0,Active,"San Francisco, CA",108697
486,Jeffrey,Brown,jeffrey.brown@horizontech.com,2019-09-04,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",90518
487,Madison,Blankenship,madison.blankenship@horizontech.com,2018-11-14,VP of Research & Development,8.0,480.0,Active,"San Francisco, CA",227068
488,Kevin,Ortiz,kevin.ortiz@horizontech.com,2022-12-28,Senior Research & Development Specialist,8.0,480.0,Active,Remote,82789
489,Donald,Shah,donald.shah@horizontech.com,2021-12-22,Director of Research & Development,8.0,14.0,Active,"San Francisco, CA",184683
490,Kevin,Vasquez,kevin.vasquez@horizontech.com,2020-02-02,Director of Research & Development,8.0,14.0,Active,"San Francisco, CA",175285
491,Colton,Clay,colton.clay@horizontech.com,2021-10-05,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",99946
492,Derek,Chavez,derek.chavez@horizontech.com,2023-12-21,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",109866
493,Ellen,Paul,ellen.paul@horizontech.com,2022-04-05,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",90515
494,Sonya,Barnes,sonya.barnes@horizontech.com,2023-07-31,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",84258
495,Julia,Moore,julia.moore@horizontech.com,2023-02-19,VP of Research & Development,8.0,480.0,Active,"San Francisco, CA",270462
496,Robert,Garcia,robert.garcia@horizontech.com,2022-10-28,Research & Development Manager,8.0,470.0,Active,"San Francisco, CA",119490
497,Tracy,Russell,tracy.russell@horizontech.com,2024-08-08,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",83085
498,Stephanie,Johnson,stephanie.johnson@horizontech.com,2022-08-20,VP of Research & Development,8.0,480.0,Active,"New York, NY",236193
499,Mitchell,Ramos,mitchell.ramos@horizontech.com,2025-04-16,Research & Development Manager,8.0,470.0,Active,"San Francisco, CA",107703
500,Stephanie,Foley,stephanie.foley@horizontech.com,2022-09-20,VP of Research & Development,8.0,480.0,Active,"Seattle, WA",212344
501,Cory,Jennings,cory.jennings@horizontech.com,2022-05-27,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",96174
502,Amy,Levine,amy.levine@horizontech.com,2022-10-21,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",102729
503,Michael,Sanders,michael.sanders@horizontech.com,2022-01-14,Director of Research & Development,8.0,14.0,Active,"San Francisco, CA",148683
504,James,Martinez,james.martinez@horizontech.com,2025-02-06,Director of Research & Development,8.0,14.0,Active,"San Francisco, CA",171567
505,Melanie,Gibson,melanie.gibson@horizontech.com,2021-11-15,Senior Research & Development Specialist,8.0,480.0,Active,"Seattle, WA",85662
506,Elizabeth,May,elizabeth.may@horizontech.com,2021-08-28,Mid-level Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",67564
507,Carla,Smith,carla.smith@horizontech.com,2024-04-09,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",86050
508,Kristin,Sanchez,kristin.sanchez@horizontech.com,2018-06-28,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",94240
509,David,Cunningham,david.cunningham@horizontech.com,2024-11-05,Research & Development Team Lead,8.0,481.0,Active,Remote,100323
510,Casey,Hubbard,casey.hubbard@horizontech.com,2018-08-08,Junior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",49037
511,Jamie,Robinson,jamie.robinson@horizontech.com,2024-10-15,Mid-level Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",71352
512,Molly,Murphy,molly.murphy@horizontech.com,2023-09-09,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",89665
513,Dylan,Lester,dylan.lester@horizontech.com,2022-07-26,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",88407
514,Aaron,Garrison,aaron.garrison@horizontech.com,2024-09-21,VP of Research & Development,8.0,480.0,Active,"San Francisco, CA",221848
515,Duane,Anderson,duane.anderson@horizontech.com,2023-04-01,VP of Research & Development,8.0,480.0,Active,"San Francisco, CA",228464
516,John,Thompson,john.thompson@horizontech.com,2020-08-03,Mid-level Research & Development Specialist,8.0,480.0,Active,"New York, NY",73776
517,Donna,Johnson,donna.johnson@horizontech.com,2019-01-01,Research & Development Team Lead,8.0,481.0,Active,"San Francisco, CA",103339
518,Alexis,Tyler,alexis.tyler@horizontech.com,2021-12-12,Senior Research & Development Specialist,8.0,480.0,Terminated,"San Francisco, CA",83482
519,John,Morris,john.morris@horizontech.com,2021-10-27,Research & Development Team Lead,8.0,481.0,Leave,"San Francisco, CA",100662
520,Grant,Williams,grant.williams@horizontech.com,2022-02-21,Senior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",95009
521,Judy,Fox,judy.fox@horizontech.com,2021-04-07,Junior Research & Development Specialist,8.0,480.0,Active,"San Francisco, CA",45544
